Hanja,mean,sound,meanFiveElements,soundFiveElements
鏑,"살촉, 화살촉, (쏘아 나갈 때) 우는 화살 좋지않은 의미 문자 ",적,금,금목
驂,"곁마,따라가는말, 곁마 , 곁마로 세우다 , 성의 하나 좋지않은 의미 문자 ",참,화,금수
咽,"목멜, 좋지않은 의미 문자 ",열,수,토화
塔,"탑, 층집 , 절, 탑모양 좋지않은 의미 문자 ",탑,토,화수
擾,"시끄러울, 시끄럽다 , 흐려지다 , 어지럽다 , 길들이다 , 탁해지다 , 움직이다 좋지않은 의미 문자 ",요,목,토
惝,"경황없을, 경황없다 , 망연자실하다 , 놀라다 , 낙심하다 좋지않은 의미 문자 ",창,화,금토
祛,"떨, 내쫓다 , 떠나다 좋지않은 의미 문자 ",거,목,목
逃,"도망할, 좋지않은 의미 문자 ",도,토,화
攇,"죌, 죄다, 들추어내다 , 매다 좋지않은 의미 문자 ",헌,목,토화
梵,"중의글, 범어, 바라만(Brahman)의 음역, 깨끗하다 좋지않은 의미 문자 ",범,목,수
堧,"빈 터, 빈 터, 성 밑에 있는 땅 좋지않은 의미 문자 ",연,토,토화
怍,"부끄러워할, 부끄러워하다 , 빨개지다 좋지않은 의미 문자 ",작,화,금목
騅,"오추마(말의 종류), 오추마 , 성의 하나 좋지않은 의미 문자 ",추,화,금
焮,"태울, 태우다 , 비추다 , 빛나다 좋지않은 의미 문자 ",흔,화,토화
蝌,"올챙이, 올챙이 좋지않은 의미 문자 ",과,수,목
倔,"고집 셀, 고집이 세다 , 몸을 일으키다 , 굽다 좋지않은 의미 문자 ",굴,화,목화
憒,"심란할, 심란하다 , 마음이 어지럽다 , 어둡다 , 어리석다 좋지않은 의미 문자 ",궤,화,목
霖,"장마, 장마 , 사흘 이상 계속 내리는 비 , 비가 그치지 아니하는 모양 좋지않은 의미 문자 ",임,수,토수
孵,"알 깔, 알 까다, 자라다 , 기르다 좋지않은 의미 문자 ",부,수,수
刧,"겁탈할, 겁탈하다 , 으르다, 강도 좋지않은 의미 문자 ",겁,금,목수
錟,"창(찌르는 무기), 날카롭다 , 찌르다 , 서슬 좋지않은 의미 문자 ",담,금,화수
玳,"대모(거북이름), 거북과에 속하는 열대 지방의 바다 거북. 등껍데기는 각종 장식용품의 재료로 좋지않은 의미 문자 ",대,금,화
癧,"연주창, 연주창 좋지않은 의미 문자 ",역,수,토목
鬧,"시끄러울, 시끄럽다, 흐트러지다, 성하다, 논쟁 좋지않은 의미 문자 ",요,금,토
猗,"불깐 개, 부드럽다, 연약하다 좋지않은 의미 문자 ",의,토,토
簷,"처마, 처마 , 드림 좋지않은 의미 문자 ",첨,목,금수
擗,"가슴 칠, 가슴 치다, 열다, 엄지손가락 좋지않은 의미 문자 ",벽,목,수목
隹,"새,뻐꾸기, 새 , 뻐꾸기, 높다 , 산의 모양 좋지않은 의미 문자 ",추,화,금
黯,"검을, 검다, 어둡다, 슬퍼하다 좋지않은 의미 문자 ",암,수,토수
箚,"찌를, 찌르다, 이르다, 닿다, 적다, 기록하다 좋지않은 의미 문자 ",차,목,금
蟷,"사마귀, (사마귓과의 곤충 , 버마재비 좋지않은 의미 문자 ",당,수,화토
韁,"고삐, 고삐, 굴레 좋지않은 의미 문자 ",강,금,목토
銹,"녹슬, 녹슬다 , 녹 좋지않은 의미 문자 ",수,금,금
鶩,"집오리, 집오리, 달리다 좋지않은 의미 문자 ",목,화,수목
赶,"쫓을, 쫓다 , 탑승하다, 뒤따르다 , 도착하다 좋지않은 의미 문자 ",간,화,목화
印,"도장, 도장, 찍(히)다, 묻어나다 좋지않은 의미 문자 ",인,목,토화성(姓)씨 사용
黷,"더럽힐, 더럽히다 , 더러워지다 , 검다 , 검푸른 모양 좋지않은 의미 문자 ",독,수,화목
罪,"허물, 허물, 죄를 주다, 형벌을 과하다 좋지않은 의미 문자 ",죄,목,금
唇,"놀랄, 놀라다, 놀라는 소리 좋지않은 의미 문자 ",진,수,금화
凒,"눈서리 쌓일, 눈서리 쌓이다 , 눈서리 쌓이는 모양 , 눈서리 쌓이다 , 눈서리 쌓이는 모양 좋지않은 의미 문자 ",의,수,토
叫,"울부짖을, 부르짖다, 울다 좋지않은 의미 문자 ",규,수,목
柰,"어찌,어떻게, 어찌,어떻게 좋지않은 의미 문자 ",나,목,화
舳,"고물(배의 뒷부분), 고물 , 배 크기의 이름 , 이물 좋지않은 의미 문자 ",축,목,금목
蚊,"모기(벌레), 모기 좋지않은 의미 문자 ",문,수,수화
濕,"젖을, 젖다 , 축축하다 , 마르다, 낮추다 , 스스로 비하하다 좋지않은 의미 문자 ",습,수,금수
狢,"오소리, 오소리 , 담비 좋지않은 의미 문자 ",학,토,토목
窟,"굴(동굴), 움, 굴 좋지않은 의미 문자 ",굴,수,목화
脇,"위협할, 겨드랑이 (脅와 同字) 좋지않은 의미 문자 ",협,수,토수
攣,"걸릴, 경련할, 걸리다, 오그라지다, 연관되다, 관계하다 좋지않은 의미 문자 ",련,목,화
怠,"게으를, 게으르다, 게을리하다, 업신여기다, 새 이름 좋지않은 의미 문자 ",태,화,화
剞,"새김칼(조각칼), 새김칼 , 위협하다 좋지않은 의미 문자 ",기,금,목
嚬,"찡그릴, (눈살을) 찌푸리다, 찡그리다 좋지않은 의미 문자 ",빈,수,수화
跎,"헛디딜, 헛디디다 , 때 놓치다 좋지않은 의미 문자 ",타,토,화
膀,"오줌통, 오줌통 좋지않은 의미 문자 ",방,수,수토
鮐,"복어, 복어(바닷물고기), 늙은이 좋지않은 의미 문자 ",태,수,화
陷,"빠질, 빠지다, 빠뜨리다, 함정 좋지않은 의미 문자 ",함,토,토수
逼,"핍박할, 닥치다, 가까이 하다, 핍박하다, 쪼그라들다 좋지않은 의미 문자 ",핍,토,수
睾,"불알,못, 못 늪, 높은 모양, 죄다, 모두, 불알, 넓다 좋지않은 의미 문자 ",고,목,목
驄,"총이말(말의 종류), 총이말 , 청총마 좋지않은 의미 문자 ",총,화,금토
罍,"술독, 술독, 대야 , 세숫대야 , 술그릇 좋지않은 의미 문자 ",뢰,토,화
莨,"수크령(풀이름), 수크령(여러해살이풀) , 조(한해살이풀) , 미치광이 좋지않은 의미 문자 ",낭,목,화토
曓,"사나울, 사납다 , 난폭하다 , 해치다 , 모질다, 세차다 , 맨손으로 치다 , 불끈 좋지않은 의미 문자 ",포,화,수
佪,"노닐, 노닐다, 머뭇거리다 좋지않은 의미 문자 ",회,화,토
喃,"재잘거릴, 재잘거리다 , 수다스럽다 , 맛보다 좋지않은 의미 문자 ",남,수,화수
避,"피할, 피하다, 면하다 좋지않은 의미 문자 ",피,토,수
癘,"창병(염병,장티푸스), 창병 , 염병 좋지않은 의미 문자 ",여,수,토
憺,"참담할, 편안하다, 평온하다, 정하다, 결정하다, 고요하다, 조용하다 좋지않은 의미 문자 ",담,화,화수
螞,"말거머리, 말거머리 , 왕개미 , 메뚜기 좋지않은 의미 문자 ",마,수,수
晩,"늦을, 저물다, 해가 지다, 늦다, 저녁, 뒤지다(後) 좋지않은 의미 문자 ",만,화,수화
竗,"묘할, 땅이름 좋지않은 의미 문자 ",묘,금,수
呰,"흠,하자, 흠, 헐뜯다 , 약하다, 게으르다 좋지않은 의미 문자 ",자,수,금
恐,"두려울, 두려워하다, 으르다, 두려움, 아마도 좋지않은 의미 문자 ",공,화,목토
蘆,"갈대, 갈대, 호리병박 좋지않은 의미 문자 ",로,목,화성(姓)씨 사용
嬰,"어린아이, 어린아이 , 갓난아이 , 두르다 , 목에 걸다 , 잇다 , 지니다 , 더하다 , 닿다 좋지않은 의미 문자 ",영,토,토
箠,"채찍, 채찍 , 채찍질하다 좋지않은 의미 문자 ",추,목,금
痓,"악할, 악하다 , 풍병 좋지않은 의미 문자 ",치,수,금
陋,"더러울, 좁다, 못생기다, 작다, 추하다, 거칠다, 낮다 좋지않은 의미 문자 ",루,토,화
馹,"역말, 역말(역참에 비치한 말) 좋지않은 의미 문자 ",일,화,토화
齕,"깨물, 깨물다 , 씹다 좋지않은 의미 문자 ",흘,금,토화
促,"재촉할, 재촉하다, 절박하다, 급하다, 좁다, 짧다 좋지않은 의미 문자 ",촉,화,금목
懞,"어두울, 어둡다 , 어둡다 , 어리석다 , 흐리멍덩하다 , 돈독하다 좋지않은 의미 문자 ",몽,화,수토
塡,"매울, 메우다, 채우다, 박아넣다, 따르다, 북소리 좋지않은 의미 문자 ",전,토,금화
潸,"눈물 흐를, 눈물 흐르다 , 비오다 , 눈물 줄줄 흐르는 모양 , 비가 오는 모양 좋지않은 의미 문자 ",산,수,금화
裂,"찢어질, 찢어지다, 터지다 좋지않은 의미 문자 ",렬,목,화
襲,"엄습할, 엄습하다, 물려받다, 인하다, 들어가다, 입다, 맞다 좋지않은 의미 문자 ",습,목,금수
暑,"더울, 덥다 , 더위 , 여름 좋지않은 의미 문자 ",서,화,금
按,"누를, 누르다, 어루만지다, 당기다, 생각하다, 살피다 좋지않은 의미 문자 ",안,목,토화
陖,"가파를, 가파르다 , 높이 솟다 , 험하다 좋지않은 의미 문자 ",준,토,금화
膵,"췌장, 췌장 좋지않은 의미 문자 ",췌,수,금
恇,"겁낼, 겁내다 , 두려워하다 , 허약하다 좋지않은 의미 문자 ",광,화,목토
驏,"안장 없는 말, 안장 없이 타다 좋지않은 의미 문자 ",잔,화,금화
辦,"힘들일, 힘들이다 ,갖추다 좋지않은 의미 문자 ",판,금,수화
佞,"아첨할, 아첨하다, 간사하다, 미혹하다 좋지않은 의미 문자 ",녕,화,화토
鮀,"문절망둑(고기이름), 망둑어과 물고기 좋지않은 의미 문자 ",타,수,화
饜,"포식할, 포식하다 , 실컷 먹다 , 물리다, 흐뭇하다 좋지않은 의미 문자 ",염,수,토수
晻,"어두울, 어둡다 , 음침하다, 침침하다 좋지않은 의미 문자 ",암,화,토수
冗,"쓸데없을, 쓸데없다, 번거롭다, 무익하다, 남아돌다, 섞다, 여가, 겨를 좋지않은 의미 문자 ",용,목,토
縮,"쭈그러질, 줄어들다, 오그라들다, 거르다, 세로, 묶다, 올바르다, 모자라다 좋지않은 의미 문자 ",축,목,금목
朳,"고무래, 고무래, 삼태기 좋지않은 의미 문자 ",팔,목,수화
譖,"참소할,하소연할, 참소하다 좋지않은 의미 문자 ",참,금,금수
腰,"허리, 허리 , 신장, 중요한 곳 , 기슭 , 밑동 , 차다 좋지않은 의미 문자 ",요,수,토
艦,"싸움배, 싸움배 , 군함 좋지않은 의미 문자 ",함,목,토수
隰,"진펄, 진펄 , 물가 , 따비밭 , 성 좋지않은 의미 문자 ",습,토,금수
堗,"굴뚝, 굴뚝 , 부엌 창 좋지않은 의미 문자 ",돌,토,화
犯,"범할, 범하다, 침범하다, 범죄, 범인 좋지않은 의미 문자 ",범,토,수
凄,"쓸쓸할, 쓸쓸하다, 차다, 써늘하다 좋지않은 의미 문자 ",처,수,금
散,"흩어질, 흩어버리다, 헤어지다, 헤치다, 내치다, 쓸모 없음, 한산함, 가루약 좋지않은 의미 문자 ",산,금,금화
驚,"놀랄, 놀라다, 놀라게 하다 좋지않은 의미 문자 ",경,화,목토
插,"꽂을, 꽂다 , 끼우다 , 삽입하다 , 찌르다 , 개입하다 , 끼어들다 , 가래 좋지않은 의미 문자 ",삽,토,금수
螳,"버마재비,사마귀, 버마재비 , 사마귀 좋지않은 의미 문자 ",당,수,화토
縋,"매달, 매달다 , 끈, 걸어 놓은 줄 좋지않은 의미 문자 ",추,목,금
慢,"거만할, 게으르다, 게을리 하다, 거만하다, 느리다, 방자하다, 업신여기다 좋지않은 의미 문자 ",만,화,수화
醉,"술취할, (술에) 취하다, 취하게 하다 좋지않은 의미 문자 ",취,금,금
豹,"표범, 표범 좋지않은 의미 문자 ",표,수,수
奠,"제사지낼, 제물을 올리다, 정하다, ,제수, 제사를 지내다 좋지않은 의미 문자 ",전,목,금화
凊,"서늘할, 서늘하다 , 춥다 , 차갑다 , 서늘하다 , 춥다 , 차다 좋지않은 의미 문자 ",청,수,금토
鎡,"호미, 쇠로 만든 농기구 , 괭이 , 뚜껑이 좋지않은 의미 문자 ",자,금,금
牲,"희생, 제사에 쓰는 소 , 가축의 통칭 좋지않은 의미 문자 ",생,토,금토
眈,"노려볼, 노려보다, 으늑하다 좋지않은 의미 문자 ",탐,목,화수
啞,"벙어리, 벙어리, 까마귀 소리, 놀라는 소리 좋지않은 의미 문자 ",아,수,토
窣,"구멍에서 갑자기 나올, 구멍에서 갑자기 나오다 , 느릿느릿 걷다 , 느릿느릿 걷는 모양 , 소리가 불안한 모양 좋지않은 의미 문자 ",솔,수,금화
鷖,"갈매기, 갈매기 , 봉황 , 감색 좋지않은 의미 문자 ",예,화,토
訣,"비결,이별할, 이별하다, 헤어지다, 이별, 비결 좋지않은 의미 문자 ",결,금,목화
掇,"주을(줍다), 줍다, 가리다, 노략질하다 , 그만두다, 깎다, 찌르다 , 짧다 좋지않은 의미 문자 ",철,목,금화
僂,"구부릴, 구부리다 , 굽다 , 재빨리 움직이다 , 영리하다 좋지않은 의미 문자 ",루,화,화
死,"죽을, 죽다, 죽이다, 말라죽다, 다하다(盡), 죽음 좋지않은 의미 문자 ",사,수,금
悍,"사나울, 사납다, 성급하다, 세차다, 빠르다 좋지않은 의미 문자 ",한,화,토화
啽,"잠꼬대, 잠꼬대 , 코 고는 소리 좋지않은 의미 문자 ",암,수,토수
聃,"퀴바퀴없을, 귀가 넓어 축 처져서 귓바퀴가 없음 좋지않은 의미 문자 ",담,화,화수
癰,"악창,부스럼, 악창 , 헌데 , 종기 , 등창 좋지않은 의미 문자 ",옹,수,토
駕,"멍에, 멍에(말이나 소목에 거는 구부러진 막대) , 타다 좋지않은 의미 문자 ",가,화,목
墓,"무덤, 무덤 좋지않은 의미 문자 ",묘,토,수
鬩,"다툴, 다투다 , 울다 , 원망하다 좋지않은 의미 문자 ",혁,금,토목
玷,"이지러질, 이지러지다 , 잘못하다 , 욕되게 하다 , 욕보이다 좋지않은 의미 문자 ",점,금,금수
怊,"슬퍼할, 슬퍼하다 , 실심하다 좋지않은 의미 문자 ",초,화,금
劈,"쪼갤, 쪼개다, 가르다, 깨뜨리다 좋지않은 의미 문자 ",벽,금,수목
爭,"다툴, 다투다, 간하다, 다투게 하다, 다툼 좋지않은 의미 문자 ",쟁,화,금토
勒,"굴레, 굴레, 억누르다, 다스리다, 묶다 좋지않은 의미 문자 ",륵,금,화목
鳩,"비둘기, 비둘기, 모이다, 모으다, 편안하다, 편안하게 하다 좋지않은 의미 문자 ",구,화,목
廠,"헛간, 헛간, 공장, 마굿간 좋지않은 의미 문자 ",창,목,금토
嚼,"씹을, 씹다, 술을 강권하다 좋지않은 의미 문자 ",작,수,금목
巉,"가파를, 가파르다 , 높다 , 산이 깎아지른 듯하다 좋지않은 의미 문자 ",참,토,금수
嘬,"물(깨물), 물다 , 깨물다 , 한입에 넣다 , 탐하다 , 탐욕을 부리다 좋지않은 의미 문자 ",최,수,금
騍,"암말, 암말 , 가축의 암컷 좋지않은 의미 문자 ",과,화,목
狸,"삵, 너구리 좋지않은 의미 문자 ",리,토,화
褫,"빼앗을, 빼앗다 , 옷 벗기다 , 벗다 , 풀다 좋지않은 의미 문자 ",치,목,금
剝,"벗길, 벗기다, 벗겨지다, 떨어뜨리다, 깎다, 다치다, 상하다, 찢다, 두드리다, 64괘의 하나 좋지않은 의미 문자 ",박,금,수목
殤,"일찍 죽을, 일찍 죽다 , 어려서 죽다 좋지않은 의미 문자 ",상,수,금토
繆,"얽을, 얽다, 동여매다, 잘못(하다), 틀리다, 속이다 좋지않은 의미 문자 ",무,목,수
惙,"근심할, 근심하다 , 고달프다, 그치다, 애태우는 모양 , 숨이 차다 좋지않은 의미 문자 ",철,화,금화
瀸,"건수,적실(괴인물), 건수 , 적시다 , 멸망하다 좋지않은 의미 문자 ",첨,수,금수
粦,"도깨비불,반디불, 도깨비불, 반딧불, 빛이 번쩍이다 좋지않은 의미 문자 ",인,목,토화
杅,"사발(그릇), 사발 , 바리 , 목욕통 , 만족하다 좋지않은 의미 문자 ",우,목,토
忡,"근심할, 근심하다 , 걱정하다 , 근심하는 모양 , 장식물 좋지않은 의미 문자 ",충,화,금토
㣽,"용서할, 용서하다, 어질다, 인자하다, 동정하다 좋지않은 의미 문자 ",서,화,금
歿,"죽을, 죽다 좋지않은 의미 문자 ",몰,수,수화
矮,"난쟁이, 난쟁이 ,작다 , 짧다 , 짧게 하다 좋지않은 의미 문자 ",왜,금,토
戕,"죽일, 죽이다, 상하다, 사납다 , 착하다, 좋지않은 의미 문자 ",장,금,금토
鵯,"직박구리,떼까마귀, 직박구리 , 떼까마귀 , 직박구리 , 떼까마귀 좋지않은 의미 문자 ",필,화,수화
墮,"떨어질, 떨어지다, 떨어뜨리다, 빠지다 좋지않은 의미 문자 ",타,토,화
慇,"괴로워할, 괴로워하다, 은근하다, 친절하다 좋지않은 의미 문자 ",은,화,토화
憤,"분할, 분하다, 성내다, 번민하다, 어지러워지다, 힘쓰다 좋지않은 의미 문자 ",분,화,수화
孕,"아이 밸, 아이를 배다, 품다, 품어 가지다 좋지않은 의미 문자 ",잉,수,토
怗,"고요할, 고요하다, 좇다 , 따르다, 평정하다, 어울리지 않다 , 막히 좋지않은 의미 문자 ",첩,화,금수
坌,"먼지, 먼지 , 티끌 , 솟아오르는 모양 , 모이다 , 뿌리다 , 줄을 서다 좋지않은 의미 문자 ",분,토,수화
脖,"배꼽, 배꼽 , 목덜미 좋지않은 의미 문자 ",발,수,수화
聱,"듣지 아니할, 듣지 아니하다 , 어렵다 , 뭇소리 좋지않은 의미 문자 ",오,화,토
駸,"달릴, 달리다 , 빠르다 , 질주하는 모양 , 점점, 모이다 좋지않은 의미 문자 ",침,화,금수
厳,"엄할, 엄하다, 혹독하다, 엄격하다, 엄밀하다, 지독하다, 빈틈없다 좋지않은 의미 문자 ",엄,토,토수
罸,"죄, 죄 , 벌 , 별 이름 , 죄를 속하다 , 벌하다 , 죽이다 , 꺾다 좋지않은 의미 문자 ",벌,목,수화
凶,"흉할, 흉하다, 흉년이 들다, 흉악하다, 재앙 좋지않은 의미 문자 ",흉,수,토
雜,"섞일, 섞이다, 섞다, 어수선하다, 번거롭다, 잗달다, 다 함께 좋지않은 의미 문자 ",잡,화,금수
儡,"꼭두각시, 망치다, 야위다, 허수아비 좋지않은 의미 문자 ",뢰,화,화
臝,"벌거벗을, 벌거벗다, 알몸 좋지않은 의미 문자 ",나,수,화
猧,"발바리(개이름), 발바리 , 개 이름 좋지않은 의미 문자 ",와,토,토
掜,"비길,견줄, 비기다, 땅기다, 이기다 좋지않은 의미 문자 ",예,목,토
鹹,"짤, (맛이) 짜다 , 소금기가 있다 좋지않은 의미 문자 ",함,수,토수
鞘,"칼집, 칼집 , 선후걸이 , 말 채찍의 끝 좋지않은 의미 문자 ",초,금,금
